时间,公司名称,公司名称链接,行业,轮次,金额,投资方,最新估值(估算),字段1,字段2,字段3
2016-6-22,游美国际营地,https://www.itjuzi.com/company/76917,天使轮,数百万人民币,未透露,1500万人民币,教育,素质教育,亲子教育,
2016-6-22,italki爱拓奇,https://www.itjuzi.com/company/7053,A轮,300万美元,沪江教育-互桂基金,9750万人民币,教育,语言学习,社区论坛,
2016-6-22,Piper,https://www.itjuzi.com/company/41449,天使轮,210万美元,500 StartupsReach CapitalXfund普林斯顿大学...,6825万人民币,教育,教辅设备,数字化教辅教材,
2016-6-20,Running English,https://www.itjuzi.com/company/27236,天使轮,未透露,未透露,500万人民币,教育,语言学习,企业培训,
2016-6-19,华制国际,https://www.itjuzi.com/company/69113,A轮,未透露,正和岛正和磁系资本欧德资本,1亿人民币,教育,出国留学,签证服务,
2016-6-19,随身教,https://www.itjuzi.com/company/23512,Pre-A轮,数百万人民币,杭州云智投资合伙企业杭州戒和投资管理合伙企业,1500万人民币,教育,素质教育,音乐,
2016-6-17,凯恩备考,https://www.itjuzi.com/company/32330731,天使轮,1000万人民币,上海骐爵投资,5000万人民币,教育,出国留学,语言学习,
2016-6-16,每日学,https://www.itjuzi.com/company/29790,A轮,1500万人民币,优势资本,7500万人民币,教育,教育综合服务,语言学习,
2016-6-16,番茄田艺术,https://www.itjuzi.com/company/41270,天使轮,120万人民币,点石微投行,600万人民币,教育,素质教育,早幼教,
2016-6-16,疯狂老师,https://www.itjuzi.com/company/15731,C轮,1.2亿人民币,景林投资腾讯投资元生资本易凯资本（财务顾问）...,16亿人民币,教育,K12,K12应用工具,
2016-6-15,霸王课,https://www.itjuzi.com/company/81057,天使轮,400万人民币,华夏大地张华光（领投）蓝蝶资本,2000万人民币,教育,职业培训,职场技能培训,
2016-6-15,李叫兽受教科技,https://www.itjuzi.com/company/20640,天使轮,数百万人民币,清流资本挚盈资本场景实验室,1500万人民币,教育,职业培训,企业培训,
2016-6-15,Practice,https://www.itjuzi.com/company/41246,A轮,400万美元,Social CapitalCity Light Capital,1.3亿人民币,教育,教辅设备,视频,
2016-6-15,壹父母,https://www.itjuzi.com/company/41239,天使轮,数百万人民币,头头是道投资基金,1500万人民币,教育,儿童早教,自媒体,
2016-6-13,诺博教育,https://www.itjuzi.com/company/66233,Pre-A轮,1200万人民币,未透露,6000万人民币,教育,儿童早教,早幼教,
2016-6-12,三立国际教育,https://www.itjuzi.com/company/60635,A轮,未透露,盈港资本,1亿人民币,教育,出国留学,高考升学,
2016-6-12,彼乐智慧,https://www.itjuzi.com/company/48305,天使轮,未透露,创客总部,500万人民币,教育,其他教育,VR/AR游戏,
2016-6-11,ABA English,https://www.itjuzi.com/company/12439,B轮,1200万美元,Kennet Partners,3.9亿人民币,教育,语言学习,,
2016-6-10,全童科教,https://www.itjuzi.com/company/908585,天使轮,数百万人民币,XBOTPARK基金,1500万人民币,教育,教育信息化,智力开发,
2016-6-8,ExtraaEdge,https://www.itjuzi.com/company/33737300,种子轮,14万美元,Sahil SharmaAbhishek BhatewaraRitesh dwivedyAsh DamleShezaad J Dastoor...,455万人民币,教育,其他教育,教育垂直媒体,
2016-6-8,我爱说英语,https://www.itjuzi.com/company/39275,天使轮,数百万人民币,天使汇,1500万人民币,教育,语言学习,MOOC,
2016-6-8,卡卡幼儿情商教育,https://www.itjuzi.com/company/33719717,A轮,未透露,紫牛基金,1亿人民币,教育,儿童早教,素质教育,
2016-6-8,报班马APP,https://www.itjuzi.com/company/40388,天使轮,100万人民币,苏河汇,1000万人民币,教育,高等教育,大学教育,
2016-6-7,Cuemath,https://www.itjuzi.com/company/35846,A轮,400万美元,Sequoia Capital（红杉海外）Unitus Seed Fund,1.3亿人民币,教育,K12,家庭教育,
2016-6-6,斑马少年运动,https://www.itjuzi.com/company/61323,种子轮,未透露,未透露,500万人民币,教育,素质教育,智力开发,
2016-6-6,再来人Valeon,https://www.itjuzi.com/company/13702,Pre-A轮,数千万人民币,伊恩·戴维斯吉姆·奥尼尔,1.5亿人民币,教育,出国留学,教育技术服务,
2016-6-6,勺子课堂,https://www.itjuzi.com/company/19171,Pre-A轮,1000万人民币,风云资本,5000万人民币,教育,职业培训,垂直媒体,
2016-6-5,Nova陪你说,https://www.itjuzi.com/company/54265,种子轮,90万人民币,汉港控股,450万人民币,教育,语言学习,教育直播,
2016-6-3,志愿无忧,https://www.itjuzi.com/company/63741,A轮,未透露,学大教育,1亿人民币,教育,其他教育,高考升学,
2016-6-3,十六进制科技,https://www.itjuzi.com/company/51521,天使轮,未透露,蓝象资本北塔资本,500万人民币,教育,K12,教育技术服务,
2016-6-3,实验楼,https://www.itjuzi.com/company/11202,Pre-A轮,1000万人民币,英诺天使基金合一天使基金北软天使基金大河创投...,5000万人民币,教育,职业培训,教育技术服务,
2016-6-3,Udemy,https://www.itjuzi.com/company/10313,E轮,6000万美元,Naspers,19.5亿人民币,教育,教育综合服务,C2C,
2016-6-3,学吧课堂,https://www.itjuzi.com/company/11564,A轮,2000万人民币,创新工场（领投）晨兴资本正念资本联想之星...,1亿人民币,教育,K12,票据理财,
2016-6-2,沃土教育,https://www.itjuzi.com/company/33556797,A轮,未透露,领庆创投TheLinhuiFund,1亿人民币,教育,职业培训,创业服务,
2016-6-2,留学智库,https://www.itjuzi.com/company/77025,种子轮,80万人民币,苏河汇创梦创投,400万人民币,教育,出国留学,留学中介,
2016-6-2,有可能学院,https://www.itjuzi.com/company/35708,种子轮,未透露,未透露,500万人民币,教育,职业培训,职场技能培训,
2016-6-2,Tynker,https://www.itjuzi.com/company/20897,A轮,710万美元,Felicis VenturesRelay VenturesGSV CapitalCervin VenturesNew Ground VenturesReachCapital...,2.31亿人民币,教育,儿童早教,早幼教,
2016-6-1,乐课力,https://www.itjuzi.com/company/33474334,天使轮,1000万人民币,曹允东,2亿人民币,教育,K12,,
2016-6-1,开维教育,https://www.itjuzi.com/company/79372,战略投资,未透露,长策投资东莞证券中信建投广发信德...,5亿人民币,教育,教育信息化,多媒体,
2016-6-1,纳豆之家,https://www.itjuzi.com/company/32421676,天使轮,数百万人民币,未透露,1500万人民币,教育,出国留学,家庭教育,
2016-6-1,小河狸启蒙教育,https://www.itjuzi.com/company/70816,种子轮,未透露,未透露,500万人民币,教育,儿童早教,早幼教,
2016-6-1,智慧熊,https://www.itjuzi.com/company/63077,A轮,3000万人民币,卓实基金,1.5亿人民币,教育,儿童早教,早幼教,
2016-6-1,EP英伴,https://www.itjuzi.com/company/58889,天使轮,325万人民币,岳蝉投资思德纯康,1625万人民币,教育,K12,直播,
2016-6-1,青塔,https://www.itjuzi.com/company/54558,天使轮,数百万人民币,宏桥资本（领投）,1500万人民币,教育,教育综合服务,高等教育,
2016-6-1,YunOffer,https://www.itjuzi.com/company/41633,A轮,未透露,未透露,1亿人民币,教育,出国留学,直播,
2016-6-1,选师无忧,https://www.itjuzi.com/company/21740,A轮,6000万人民币,金葵花资本,3亿人民币,教育,K12,新东方系,
2016-5-31,美之笔,https://www.itjuzi.com/company/42925,天使轮,500万人民币,十方创投,2500万人民币,教育,儿童早教,素质教育,
2016-5-31,百年英才,https://www.itjuzi.com/company/35774,A轮,数千万人民币,未透露,1.5亿人民币,教育,高等教育,高考升学,
2016-5-31,Smartivity,https://www.itjuzi.com/company/35130,天使轮,100万美元,AdvantEdge PartnersS Chand & Co. Pvt. Ltd,3250万人民币,教育,教育信息化,语音识别,
2016-5-31,猿辅导,https://www.itjuzi.com/company/1491,D+轮,4000万美元,腾讯投资,13亿人民币,教育,K12,"学校/院校,腾讯在2016年的投资事件",
2016-5-30,Accelerate Learning,https://www.itjuzi.com/company/35523,A轮,1000万美元,Owl Ventures,3.25亿人民币,教育,K12,,
2016-5-27,Zzish,https://www.itjuzi.com/company/35484,种子轮,70万英镑,Graguate,3080万人民币,教育,教辅设备,家园互动,
2016-5-25,帮帮留学管家,https://www.itjuzi.com/company/52461,天使轮,100万人民币,瀚海资本-瀚海控股,500万人民币,教育,出国留学,,
2016-5-25,VIAX,https://www.itjuzi.com/company/19877,天使轮,数百万人民币,MFund魔量基金英诺天使基金大河创投,1500万人民币,教育,出国留学,C2C,
2016-5-25,研途教育,https://www.itjuzi.com/company/24400,A轮,数千万人民币,沪江教育-互桂基金,1.5亿人民币,教育,教育综合服务,考研,
2016-5-25,VRstar,https://www.itjuzi.com/company/42592,天使轮,1000万人民币,当代置业,5000万人民币,教育,其他教育,企业培训,
2016-5-25,Bloomz,https://www.itjuzi.com/company/35412,种子轮,230万美元,ff Venture Capital8VCFounder’ s Co-op,7475万人民币,教育,教育信息化,家园互动,
2016-5-23,小虫教育,https://www.itjuzi.com/company/35077885,天使轮,未透露,北京奕铭投资微泽投资,500万人民币,教育,教育信息化,早幼教,
2016-5-23,神奇科学堂,https://www.itjuzi.com/company/44372,种子轮,未透露,蓝象资本北塔资本,500万人民币,教育,儿童早教,素质教育,
2016-5-23,兄弟连IT教育,https://www.itjuzi.com/company/22212,A轮,1.25亿人民币,华图资本,5亿人民币,教育,职业培训,学校/院校,
2016-5-23,KickUp,https://www.itjuzi.com/company/35309,种子轮,154万美元,Ben FranklinRittenhouseJefferson,5005万人民币,教育,教育信息化,行业垂直型SaaS,
2016-5-21,幼视通,https://www.itjuzi.com/company/54088,天使轮,1000万人民币,中投港融,5000万人民币,教育,教育信息化,家园互动,
2016-5-20,约大师,https://www.itjuzi.com/company/60459,天使轮,80万人民币,骑士创投（领投）,1000万人民币,教育,素质教育,音乐,
2016-5-20,武汉萝卜兔,https://www.itjuzi.com/company/19115,天使轮,数百万人民币,图灵资本,1500万人民币,教育,素质教育,机器人,
2016-5-20,赛尔互联,https://www.itjuzi.com/company/17453,A轮,3840万人民币,全通教育赛伯乐投资,1.6亿人民币,教育,教育信息化,教育媒体及社区,
2016-5-19,一塔湖图商学院,https://www.itjuzi.com/company/30957,Pre-A轮,未透露,未透露,1亿人民币,教育,职业培训,商学院,
2016-5-19,课栈网,https://www.itjuzi.com/company/25045,A轮,8000万人民币,稼沃资本华兴Alpha（财务顾问）,4亿人民币,教育,职业培训,教育技术服务,
2016-5-18,飞白教育,https://www.itjuzi.com/company/34659482,天使轮,100万人民币,未透露,500万人民币,教育,K12,教育直播,
2016-5-18,顶上英语,https://www.itjuzi.com/company/59535,天使轮,未透露,创新工场,500万人民币,教育,语言学习,留学考试培训,
2016-5-18,CommonLit,https://www.itjuzi.com/company/35193,种子轮,13万美元,AT&T,422.5万人民币,教育,教育信息化,,
2016-5-17,StoryToys,https://www.itjuzi.com/company/35133,种子轮,100万美元,Amplify Education Partners,3250万人民币,教育,儿童早教,玩具,
2016-5-16,星际酷宝,https://www.itjuzi.com/company/13444,A轮,未透露,新沃资本无极道投资德勉投资穆坤投资...,1亿人民币,教育,儿童早教,机器人,
2016-5-16,放学了,https://www.itjuzi.com/company/5343080,天使轮,数百万人民币,五方资本飞猪资本,1500万人民币,教育,教育综合服务,亲子教育,
2016-5-16,Cambly,https://www.itjuzi.com/company/34927,Pre-A轮,数百万美元,中东,9750万人民币,教育,语言学习,,
2016-5-12,第一摩码教育看孩子,https://www.itjuzi.com/company/28691,Pre-A轮,数千万人民币,京东第一投资,1.5亿人民币,教育,儿童早教,家庭教育,
2016-5-12,壹医考,https://www.itjuzi.com/company/34999,种子轮,900万人民币,全美在线,6000万人民币,教育,职业培训,医生服务,
2016-5-12,Nearpod,https://www.itjuzi.com/company/34961,A轮,920万美元,Reach Capital,2.99亿人民币,教育,教育信息化,融资节奏快,
2016-5-11,募格编辑,https://www.itjuzi.com/company/1782,天使轮,未透露,西科天使基金,500万人民币,教育,出国留学,C2C,
2016-5-11,百加教育,https://www.itjuzi.com/company/45803,天使轮,数百万人民币,唯猎资本,1500万人民币,教育,高等教育,高考升学,
2016-5-11,嘿哈科技,https://www.itjuzi.com/company/19562,A轮,数千万人民币,未透露,1.5亿人民币,教育,儿童早教,人机交互,
2016-5-10,启德教育,https://www.itjuzi.com/company/50544,C轮,亿元及以上人民币,纳兰德投资（领投）澜亭资本广发乾和复思资本...,5亿人民币,教育,出国留学,企业培训,
2016-5-10,FreshGrade,https://www.itjuzi.com/company/35083,A轮,1160万美元,Relay VenturesAccel PartnersReach CapitalEmerson Collective...,3.77亿人民币,教育,教育信息化,家园互动,
2016-5-9,傲梦编程,https://www.itjuzi.com/company/10573822,种子轮,未透露,旷谷资本,500万人民币,教育,儿童早教,素质教育,
2016-5-9,袋鼠麻麻,https://www.itjuzi.com/company/44973,天使轮,400万人民币,大众点评网,2000万人民币,教育,儿童早教,家庭教育,
2016-5-9,Speakboos,https://www.itjuzi.com/company/34963,B轮,未透露,Wellington ManagementAdvancit CapitalKyowon Group,1.5亿人民币,教育,儿童早教,早幼教,
2016-5-7,书链,https://www.itjuzi.com/company/66607,Pre-A轮,数千万人民币,嘉远基金凡星资本,1.5亿人民币,教育,教育信息化,数据库技术,
2016-5-6,陆优在线,https://www.itjuzi.com/company/45260,A轮,3000万人民币,未透露,1.5亿人民币,教育,职业培训,企业培训,
2016-5-5,知鸿股份,https://www.itjuzi.com/company/27899388,战略投资,2000万人民币,创客星投资,1亿人民币,教育,出国留学,游学和营地,
2016-5-5,地心引力新媒体工场,https://www.itjuzi.com/company/34778,天使轮,1050万人民币,华映资本鼎聚投资,5250万人民币,教育,职业培训,新媒体,
2016-5-5,Teachable,https://www.itjuzi.com/company/34766,种子轮,250万美元,Learn CapitalWinklevoss CapitalAccompliceMaiden Lane Ventures...,8125万人民币,教育,教育信息化,,
2016-5-4,广线教育,https://www.itjuzi.com/company/32381917,Pre-A轮,200万人民币,斯隆资本,1000万人民币,教育,教育信息化,,
2016-5-4,私塾家SharingSchool,https://www.itjuzi.com/company/29156,A轮,数千万人民币,轻轻教育,2亿人民币,教育,K12,家庭教育,
2016-5-4,叫师,https://www.itjuzi.com/company/34689,天使轮,600万人民币,未透露,3000万人民币,教育,K12,分类信息,
2016-5-3,三立国际教育集团,https://www.itjuzi.com/company/33118929,天使轮,未透露,盈港资本,500万人民币,教育,出国留学,高考升学,
2016-5-3,星宝贝,https://www.itjuzi.com/company/34672,战略投资,未透露,星空创联,5亿人民币,教育,儿童早教,素质教育,
2016-5-3,最库教育,https://www.itjuzi.com/company/34670,Pre-A轮,数千万人民币,中文在线,1.5亿人民币,教育,教育信息化,数字化教辅教材,
2016-5-3,插坐学院,https://www.itjuzi.com/company/30873,Pre-A轮,700万人民币,真格基金（领投）新榜,5600万人民币,教育,职业培训,企业培训,
2016-5-1,ERUDITUS Executive Education,https://www.itjuzi.com/company/33079548,A轮,未透露,Neil Bearden,1亿人民币,教育,教育综合服务,商学院,
2016-5-1,学成创享,https://www.itjuzi.com/company/53125,天使轮,3000万人民币,未透露,1.5亿人民币,教育,教育综合服务,企业培训,
2016-5-1,考过鸟,https://www.itjuzi.com/company/41988,天使轮,数百万人民币,无极道投资兼职猫,1500万人民币,教育,其他教育,视频,
2016-5-1,SkillShare,https://www.itjuzi.com/company/11191,B轮,1200万美元,Omidyar NetworkUnion Square VenturesSpark CapitalAmasia...,3.9亿人民币,教育,教育综合服务,MOOC,
2016-4-30,SKT思珂特教育,https://www.itjuzi.com/company/32268258,天使轮,数百万人民币,未透露,1500万人民币,教育,教育综合服务,科研学术,
2016-4-29,多妙教育,https://www.itjuzi.com/company/32258352,战略投资,未透露,未透露,5亿人民币,教育,其他教育,素质教育,
2016-4-28,口袋育儿,https://www.itjuzi.com/company/72567,A轮,数千万人民币,盈动资本,1.5亿人民币,教育,儿童早教,教育媒体及社区,
2016-4-28,优胜教育,https://www.itjuzi.com/company/51234,D轮,未透露,未透露,5亿人民币,教育,K12,素质教育,
2016-4-27,课窝教育,https://www.itjuzi.com/company/60071,天使轮,数百万人民币,未透露,1500万人民币,教育,语言学习,留学考试培训,
2016-4-26,好小子机器人教育,https://www.itjuzi.com/company/80356,A轮,数千万人民币,未透露,3亿人民币,教育,素质教育,STEAM,
2016-4-26,财牛帮,https://www.itjuzi.com/company/52190,天使轮,500万人民币,未透露,2500万人民币,教育,职业培训,企业培训,
2016-4-26,痕迹科技我去图书馆,https://www.itjuzi.com/company/18882,天使轮,数百万人民币,六翼投资八天在线,1500万人民币,教育,教育信息化,学校/院校,
2016-4-25,全象教育,https://www.itjuzi.com/company/33795762,天使轮,数百万人民币,合肥创投,1500万人民币,教育,教育信息化,素质教育,
2016-4-25,叽里呱啦,https://www.itjuzi.com/company/14875,Pre-A轮,数千万人民币,基因资本涌铧投资林熙蕾杨晨...,1.5亿人民币,教育,儿童早教,语言学习,
2016-4-25,英盛网,https://www.itjuzi.com/company/34495,A轮,数千万人民币,文化长城,1.5亿人民币,教育,职业培训,录播,
2016-4-22,通远网络,https://www.itjuzi.com/company/35308,A轮,未透露,伯乐纵横投资,1亿人民币,教育,其他教育,科研学术,
2016-4-22,数盈教育,https://www.itjuzi.com/company/3762596,天使轮,数百万人民币,如码资本,1500万人民币,教育,职业培训,企业培训,
2016-4-22,云舒写,https://www.itjuzi.com/company/60464,天使轮,100万人民币,创客总部（领投）,2000万人民币,教育,K12,素质教育,
2016-4-18,优美育教育,https://www.itjuzi.com/company/32814987,天使轮,未透露,2049投资集团,500万人民币,教育,素质教育,,
2016-4-18,CollegeDekho,https://www.itjuzi.com/company/30187,天使轮,200万美元,未透露,6500万人民币,教育,K12,高考升学,
2016-4-18,悦动美悦,https://www.itjuzi.com/company/57043,种子轮,1000万人民币,未透露,5000万人民币,教育,素质教育,直播,
2016-4-18,雪松湾教育,https://www.itjuzi.com/company/44000,天使轮,未透露,好未来(学而思)苏大天宫创投,500万人民币,企业服务,云服务,教育测评,
2016-4-18,NOBOOK虚拟实验室,https://www.itjuzi.com/company/23295,天使轮,数百万人民币,决胜网,1500万人民币,教育,K12,数字化教辅教材,
2016-4-18,ClassStory,https://www.itjuzi.com/company/26440,B轮,2100万美元,General Catalyst PartnersKapor CapitalShasta VenturesGSV CapitalReach CapitalSignalFire...,6.83亿人民币,教育,教育信息化,K12应用工具,
2016-4-18,慧沃网,https://www.itjuzi.com/company/20489,B+轮,1.5亿人民币,复星锐正资本好未来(学而思),7.5亿人民币,教育,儿童早教,家园互动,
2016-4-15,童yan,https://www.itjuzi.com/company/49653,种子轮,100万人民币,NPlus恩普勒斯,500万人民币,教育,儿童早教,素质教育,
2016-4-15,HCD合得国际,https://www.itjuzi.com/company/22209,B轮,数千万人民币,优格资本创祥投资宝润达投资,1.5亿人民币,教育,职业培训,企业培训,
2016-4-13,Edcast,https://www.itjuzi.com/company/33790378,B轮,1600万美元,StartXSoftBank capital软银海外Cervin VenturesGE Asset ManagementPenta Global...,5.2亿人民币,教育,职业培训,企业培训,
2016-4-13,VIPKID,https://www.itjuzi.com/company/8811,B+轮,数百万美元,真格基金,16.25亿人民币,教育,语言学习,"早幼教,真格基金2016年投资事件",
2016-4-12,易课文化,https://www.itjuzi.com/company/35552,A+轮,数百万人民币,松禾资本,1500万人民币,教育,语言学习,连续获投,
2016-4-12,佛脚网,https://www.itjuzi.com/company/35625,天使轮,未透露,新浪微博基金华岳投资济南华科创投,500万人民币,教育,高等教育,大学教育,
2016-4-12,寓乐湾,https://www.itjuzi.com/company/8817,A+轮,数千万人民币,中文在线,1.5亿人民币,教育,K12,素质教育,
2016-4-11,蓝鸥科技,https://www.itjuzi.com/company/51061,A轮,4400万人民币,泰岳梧桐资本,2.2亿人民币,教育,职业培训,企业培训,
2016-4-11,爱赛达课ceceSAT,https://www.itjuzi.com/company/17015,Pre-A轮,未透露,ATA教育众乐投资博易创为投资,1亿人民币,教育,出国留学,机器学习,
2016-4-11,EEOA翼鸥教育,https://www.itjuzi.com/company/20122,A轮,未透露,ATA教育好未来(学而思),1亿人民币,教育,K12,直播,
2016-4-8,艺讯,https://www.itjuzi.com/company/69288,Pre-A轮,未透露,烽火通信,1亿人民币,教育,教育综合服务,家园互动,
2016-4-8,音乐e家,https://www.itjuzi.com/company/33990,天使轮,500万人民币,朗盛投资初灵信息,2500万人民币,教育,素质教育,,
2016-4-7,朵儿网,https://www.itjuzi.com/company/31830,B轮,数千万人民币,未透露,1.5亿人民币,教育,儿童早教,教育媒体及社区,
2016-4-6,学为贵,https://www.itjuzi.com/company/16227,天使轮,数百万人民币,朗玛峰创投,1500万人民币,教育,语言学习,学校/院校,
2016-4-6,邢帅教育,https://www.itjuzi.com/company/1766,B轮,3亿人民币,国泰君安国投创新中移创新产业基金(中国移动)华盖资本中民投方创资本（财务顾问）...,15亿人民币,教育,职业培训,,
2016-4-6,编程猫,https://www.itjuzi.com/company/20676,天使轮,数百万人民币,猎豹移动紫牛基金,1500万人民币,教育,素质教育,少儿编程,
2016-4-4,北京鹦鹉螺教育,https://www.itjuzi.com/company/9005,A轮,2400万人民币,安芙兰资本梅花创投,1.2亿人民币,教育,K12,行业垂直型SaaS,
2016-4-3,铅笔岛,https://www.itjuzi.com/company/64409,天使轮,400万人民币,荷塘创投（启迪创投）,2000万人民币,教育,素质教育,,
2016-4-3,超级讲师,https://www.itjuzi.com/company/48250,天使轮,400万人民币,阿里巴巴KKR平安创新投资基金,2000万人民币,教育,教育综合服务,,
2016-4-1,星空琴行,https://www.itjuzi.com/company/17266,D轮,1330万美元,九合创投蓝驰创投顺为资本,4.32亿人民币,教育,素质教育,"阿里巴巴系,未来之星创业营综合营五期",
2016-4-1,"Photomath, Inc.",https://www.itjuzi.com/company/33584163,种子轮,未透露,Learn CapitalCherubic Ventures心元资本,3250万人民币,教育,教育信息化,拍照工具,
2016-4-1,学馆,https://www.itjuzi.com/company/53912,种子轮,45万人民币,雷地财富,225万人民币,教育,教育信息化,教育直播,
2016-4-1,悦动美悦,https://www.itjuzi.com/company/57043,天使轮,1000万人民币,正念资本,8000万人民币,教育,素质教育,直播,
2016-4-1,Sawyer,https://www.itjuzi.com/company/78483,种子轮,150万美元,Collaborative FundFemale Founders FundNotation Capital,4875万人民币,教育,儿童早教,家园互动,
2016-4-1,课通天下,https://www.itjuzi.com/company/14572,天使轮,500万人民币,上海金钺投资机构,2500万人民币,教育,教育综合服务,企业培训,
2016-4-1,航标360,https://www.itjuzi.com/company/28675,Pre-A轮,1000万人民币,牛投网电光科技,5000万人民币,教育,高等教育,大学教育,
2016-4-1,爱天教育,https://www.itjuzi.com/company/33276,A轮,1000万人民币,清林华成投资,5000万人民币,教育,语言学习,教育垂直媒体,
2016-4-1,掌艺,https://www.itjuzi.com/company/35998,种子轮,100万人民币,星河互联,500万人民币,教育,素质教育,教,
2016-4-1,娃娃科技,https://www.itjuzi.com/company/16589,A轮,未透露,国宏嘉信,1亿人民币,教育,儿童早教,家园互动,
2016-4-1,壹壹APP,https://www.itjuzi.com/company/51641,天使轮,500万人民币,未透露,2500万人民币,教育,K12,家园互动,
2016-4-1,交流通,https://www.itjuzi.com/company/41905,种子轮,100万人民币,杭州欧丰科技有限公司,500万人民币,教育,语言学习,小语种语言,
2016-4-1,早道教育,https://www.itjuzi.com/company/15805,A轮,1500万人民币,欢聚时代(YY多玩)华创资本,7500万人民币,教育,语言学习,直播,
2016-4-1,小牛学堂,https://www.itjuzi.com/company/28030,Pre-A轮,617万人民币,丰利财富,3085万人民币,教育,高等教育,企业培训,
2016-3-31,微云家校,https://www.itjuzi.com/company/30568,A轮,未透露,诚和创投,1亿人民币,教育,教育信息化,家园互动,
2016-3-31,腾讯儿童,https://www.itjuzi.com/company/58201,A轮,数千万人民币,未透露,1.5亿人民币,教育,教辅设备,数字化教辅教材,
2016-3-31,腾跃校长社区,https://www.itjuzi.com/company/33270,A轮,1500万人民币,好未来(学而思)高思教育卓越教育,1亿人民币,教育,K12,连续获投,
2016-3-30,云国学,https://www.itjuzi.com/company/33440724,A轮,未透露,创客总部,1亿人民币,教育,素质教育,MOOC,
2016-3-30,谷仓学院,https://www.itjuzi.com/company/28100,A轮,数千万人民币,小米集团顺为资本,1.5亿人民币,教育,职业培训,企业培训,
2016-3-30,鲨鱼公园SHARKPARK,https://www.itjuzi.com/company/10847,A+轮,数千万人民币,清科创投好未来(学而思)凯旋创投,1.5亿人民币,教育,儿童早教,素质教育,
2016-3-29,逗你学,https://www.itjuzi.com/company/33917504,A轮,未透露,洪泰基金,1亿人民币,教育,K12,,
2016-3-29,学渣乐园,https://www.itjuzi.com/company/53268,A轮,1850万人民币,洪泰基金,1.25亿人民币,教育,K12,直播,
2016-3-29,掌门1对1,https://www.itjuzi.com/company/23347,B轮,数千万人民币,达晨创投顺为资本华兴Alpha（财务顾问）,1.5亿人民币,教育,K12,连续获投,
2016-3-28,艺启教育,https://www.itjuzi.com/company/36779,天使轮,未透露,艺启圈,500万人民币,教育,素质教育,高考升学,
2016-3-27,青只口算,https://www.itjuzi.com/company/55229,天使轮,未透露,华睿投资,500万人民币,教育,K12,智力开发,
2016-3-25,智慧树网,https://www.itjuzi.com/company/13598,A轮,未透露,联创永宣达泰资本永仓股权投资,1亿人民币,教育,教育综合服务,MOOC,
2016-3-25,保护豆豆,https://www.itjuzi.com/company/40231,天使轮,未透露,未透露,500万人民币,教育,儿童早教,家园互动,
2016-3-24,技术邻,https://www.itjuzi.com/company/73706,天使轮,未透露,枫惠投资,500万人民币,教育,职业培训,企业培训,
2016-3-23,晓黑板,https://www.itjuzi.com/company/67726,天使轮,数百万人民币,涌金集团涌铧投资,1500万人民币,教育,教育信息化,教育测评,
2016-3-22,Byju's,https://www.itjuzi.com/company/33435,C轮,7500万美元,SofinaLightspeed Venture Partners美国光速Sequoia Capital（红杉海外）Lightspeed India Partners...,24.38亿人民币,教育,儿童早教,早幼教,
2016-3-21,华育课糖,https://www.itjuzi.com/company/32364033,天使轮,数百万人民币,朗玛峰创投,1500万人民币,教育,教育综合服务,素质教育,
2016-3-21,METAS迈特思,https://www.itjuzi.com/company/18840,A轮,数千万人民币,宜华资本,1.5亿人民币,教育,儿童早教,玩具,
2016-3-19,轻听英语,https://www.itjuzi.com/company/1959,A轮,未透露,中路资本,1亿人民币,教育,语言学习,K12应用工具,
2016-3-17,闲画部落,https://www.itjuzi.com/company/21236,天使轮,数百万人民币,英诺天使基金,1500万人民币,教育,素质教育,早幼教,
2016-3-16,彩云学府,https://www.itjuzi.com/company/55613,战略投资,数千万人民币,云南泛亚资产管理有限公司（领投）云南翰文教育投资集团有限公司,1.5亿人民币,教育,教育信息化,高等教育,
2016-3-14,占座儿,https://www.itjuzi.com/company/32751218,天使轮,未透露,鸿坤亿润投资,500万人民币,教育,素质教育,,
2016-3-14,喵姐早教说,https://www.itjuzi.com/company/54150,种子轮,未透露,红黄蓝GEH Education,500万人民币,教育,儿童早教,母婴社区,
2016-3-14,Revature,https://www.itjuzi.com/company/33164,A轮,2000万美元,University Venture FundEdenCapitalUSA Funds,6.5亿人民币,教育,职业培训,企业培训,
2016-3-11,云大学,https://www.itjuzi.com/company/32399545,天使轮,1000万人民币,未透露,5000万人民币,教育,职业培训,企业培训,
2016-3-11,一起点拨,https://www.itjuzi.com/company/34660,天使轮,数百万人民币,蓝驰创投,1500万人民币,教育,出国留学,学校/院校,
2016-3-11,Volley,https://www.itjuzi.com/company/33101,种子轮,230万美元,好未来(学而思)Reach Capital,7475万人民币,教育,K12,K12应用工具,
2016-3-10,HCD合得国际,https://www.itjuzi.com/company/22209,A轮,400万人民币,天鹰资本,2000万人民币,教育,职业培训,企业培训,
2016-3-9,不背单词,https://www.itjuzi.com/company/13391,A轮,未透露,未透露,1亿人民币,教育,语言学习,K12应用工具,
2016-3-8,松果亲子,https://www.itjuzi.com/company/81238,天使轮,数百万人民币,翰潭投资,1500万人民币,教育,儿童早教,素质教育,
2016-3-8,好老师联盟,https://www.itjuzi.com/company/21189,A轮,未透露,磐石资本,1亿人民币,教育,K12,,
