时间,公司名称,公司名称链接,行业,轮次,金额,投资方,最新估值(估算),字段1,字段2,字段3
2020-3-16,ENWISE,https://www.itjuzi.com/company/35015441,教育,天使轮,数千万美元,Invus,9.75亿人民币,教育,儿童早教,家庭教育
2020-3-12,Paper,https://www.itjuzi.com/company/36071569,教育,B轮,750万美元,Reach Capital（领投）Google谷歌Real VenturesBDC CapitalBirchmere VenturesBullpen CapitalEdovate CapitalRed House EducationAnges Quebec...,2.44亿人民币,教育,教育信息化,学校/院校
2020-3-12,Lingumi,https://www.itjuzi.com/company/53372,教育,A轮,400万英镑,北高峰资本（领投）LocalGlobeEntrepreneur FirstADV...,1.76亿人民币,教育,儿童早教,语言学习
2020-3-11,竞创教育,https://www.itjuzi.com/company/36060929,教育,天使轮,1000万人民币,禧筠资本,5000万人民币,教育,教育信息化,STEAM
2020-3-11,代码星球,https://www.itjuzi.com/company/33069035,教育,天使轮,未透露,未透露,500万人民币,教育,素质教育,少儿编程
2020-3-10,Coursedog,https://www.itjuzi.com/company/36059068,教育,A轮,420万美元,First Round Capital（领投）Josh Kopelman（领投）,1.36亿人民币,教育,教育信息化,大学教育
2020-3-10,Zookal,https://www.itjuzi.com/company/33233992,教育,B轮,1500万其他,Koh Boon Hwee（领投）Bernard Sabrier（领投）Wee Hur Holdings,7500万人民币,教育,高等教育,数字化教辅教材
2020-3-9,入行职场,https://www.itjuzi.com/company/36047158,教育,天使轮,100万人民币,北塔资本,500万人民币,教育,职业培训,大学教育
2020-3-9,101名师工厂,https://www.itjuzi.com/company/34035510,教育,天使轮,数百万人民币,蓝象资本,1000万人民币,教育,职业培训,短视频
2020-3-6,光计划科技,https://www.itjuzi.com/company/34346612,教育,B轮,未透露,青松基金,1.5亿人民币,教育,教育信息化,教育直播
2020-3-4,Le Wagon,https://www.itjuzi.com/company/36017292,教育,A轮,1900万美元,Cathay Capital（领投）AfricInvest,6.17亿人民币,教育,素质教育,
2020-3-3,Microverse,https://www.itjuzi.com/company/36010056,教育,种子轮,350万美元,General Catalyst PartnersY Combinator,1.14亿人民币,教育,教育信息化,学校/院校
2020-3-2,逗号教育,https://www.itjuzi.com/company/35019109,教育,天使轮,未透露,创客总部,500万人民币,教育,教辅设备,数字化教辅教材
2020-3-2,乔斯少儿编程,https://www.itjuzi.com/company/35021153,教育,天使轮,未透露,蓝象资本,500万人民币,教育,高等教育,少儿编程
2020-2-29,卡乐图,https://www.itjuzi.com/company/36005542,教育,天使轮,1000万人民币,吴烨峰,5000万人民币,教育,教育信息化,教育技术服务
2020-2-29,精锐教育,https://www.itjuzi.com/company/7153,教育,战略投资,2500万美元,Yiheng Capital,8.13亿人民币,教育,K12,企业培训
2020-2-28,新励成,https://www.itjuzi.com/company/52119,教育,B轮,数千万人民币,明德传承（领投）广东文投创工场（广文投）多鲸资本（财务顾问）,1.5亿人民币,教育,素质教育,企业培训
2020-2-28,Acadeum,https://www.itjuzi.com/company/36000005,教育,A轮,700万美元,Rethink EducationLumina Foundation（领投）LearnStartSocratic Ventures...,2.27亿人民币,教育,教育信息化,大学教育
2020-2-28,Hahow好学校,https://www.itjuzi.com/company/35998433,教育,A轮,330万美元,益鼎创投群益创投沉上谦,1.07亿人民币,教育,教育信息化,学校/院校
2020-2-27,Snapask,https://www.itjuzi.com/company/13745,教育,B轮,3500万美元,Intervest（领投）Asia Partners（领投）,11.38亿人民币,教育,K12,K12应用工具
2020-2-27,叮咚课堂,https://www.itjuzi.com/company/33443642,教育,B轮,数千万美元,凯辉基金（领投）险峰长青襄禾资本创世伙伴资本荒合资本（财务顾问）...,9.75亿人民币,教育,语言学习,低幼英语启蒙
2020-2-26,凯叔讲故事,https://www.itjuzi.com/company/35158,教育,C+轮,6600万美元,挚信资本（领投）Temasek淡马锡正心谷创新资本泰合资本（财务顾问）...,39亿人民币,教育,儿童早教,自媒体
2020-2-26,小鸟上学,https://www.itjuzi.com/company/21149222,教育,Pre-A轮,1000万人民币,不惑创投,5000万人民币,教育,语言学习,学校/院校
2020-2-25,Sharpist,https://www.itjuzi.com/company/35989956,教育,种子轮,460万欧元,btov PartnersVorwerk Ventures（领投）APX,1.79亿人民币,教育,职业培训,职场技能培训
2020-2-24,Coassemble,https://www.itjuzi.com/company/35986710,教育,A轮,440万美元,Clinton Capital Partners（领投）Equity Venture Partners（领投）,1.43亿人民币,教育,职业培训,企业培训
2020-2-21,家辉培优,https://www.itjuzi.com/company/35970980,教育,A轮,数千万美元,有成资本多鲸资本（财务顾问）,9.75亿人民币,教育,素质教育,
2020-2-20,Udemy,https://www.itjuzi.com/company/10313,教育,F轮-上市前,5000万美元,Benesse Holdings,16.25亿人民币,教育,教育综合服务,C2C
2020-2-20,AvalonMeta Ventures,https://www.itjuzi.com/company/35962007,教育,种子轮,42万美元,Peerplays（领投）Purvi CapitalAbhinav Chhikara,1365万人民币,教育,教育信息化,
2020-2-20,PlanetSpark,https://www.itjuzi.com/company/33837154,教育,Pre-A轮,3200万卢比,Hyderabad AngelsIndian Angel NetworkLead AngelsFIITJEE...,1600万人民币,教育,儿童早教,早幼教
2020-2-20,ClassTag,https://www.itjuzi.com/company/35960951,教育,种子轮,360万美元,Founder CollectiveTMT InvestmentsNewark Venture PartnersSmart HubJohn MartinsonContour Ventures...,1.17亿人民币,教育,教育信息化,翻译平台
2020-2-19,Genius Corner,https://www.itjuzi.com/company/35951435,教育,战略投资,25万美元,未透露,812.5万人民币,教育,教育信息化,
2020-2-18,鲸鱼外教培优,https://www.itjuzi.com/company/81943,教育,B轮,1亿人民币,远洋资本（领投）山行资本清新资本fresh capital泰合资本（财务顾问）...,5亿人民币,教育,语言学习,数字化教辅教材
2020-2-18,Easy Group易维教育,https://www.itjuzi.com/company/35942241,教育,A轮,1000万美元,经纬中国,3.25亿人民币,教育,出国留学,就业指导
2020-2-18,果肉网校,https://www.itjuzi.com/company/33630217,教育,A+轮,1亿人民币,微光创投元启资本（财务顾问）,5亿人民币,教育,教育信息化,家庭教育
2020-2-17,果肉网校,https://www.itjuzi.com/company/33630217,教育,A轮,数千万人民币,头头是道投资基金清流资本真格基金元启资本（财务顾问）...,1亿人民币,教育,教育信息化,家庭教育
2020-2-17,51CTO,https://www.itjuzi.com/company/1657,教育,C轮,2000万美元,高成资本,6.5亿人民币,教育,职业培训,垂直媒体
2020-2-14,Vedantu,https://www.itjuzi.com/company/33649625,教育,C+轮,2400万美元,GGV纪源资本（领投）,15.6亿人民币,教育,教育信息化,
2020-2-14,Course Hero,https://www.itjuzi.com/company/15169,教育,B轮,1000万美元,NewView Capital,71.5亿人民币,教育,高等教育,大学教育
2020-2-13,夏加儿教育,https://www.itjuzi.com/company/52991,教育,B轮,1000万人民币,汇竑共创基金,5000万人民币,教育,素质教育,家园互动
2020-2-13,Forward School,https://www.itjuzi.com/company/35904288,教育,种子轮,50万美元,未透露,1625万人民币,教育,职业培训,学校/院校
2020-2-12,芝士校园,https://www.itjuzi.com/company/35904071,教育,天使轮,100万人民币,林润智谷清湾投资,500万人民币,教育,教育信息化,就业指导
2020-2-12,Classplus,https://www.itjuzi.com/company/34514535,教育,A轮,250万美元,Blume Ventures（领投）Alvin TseKunal ShahSequoia Capital IndiaEric Kwan...,8125万人民币,教育,教育信息化,教育技术服务
2020-2-12,Tiney,https://www.itjuzi.com/company/35890534,教育,天使轮,650万美元,Index Ventures（领投）LocalGlobeJamJar Investments,2.11亿人民币,教育,儿童早教,早幼教
2020-2-12,CodingNinjas,https://www.itjuzi.com/company/35890432,教育,A轮,3.71亿卢比,Info Edge,1.85亿人民币,教育,职业培训,教育技术服务
2020-2-11,Gebeya,https://www.itjuzi.com/company/35883024,教育,种子轮,200万美元,Orange Digital Ventures（领投）Partech Ventures（领投）Consonance Investment Managers,6500万人民币,教育,职业培训,
2020-2-11,海底小纵队学英语,https://www.itjuzi.com/company/34704050,教育,Pre-A轮,1000万人民币,月恒资本,5000万人民币,教育,语言学习,低幼英语启蒙
2020-2-11,弈小象,https://www.itjuzi.com/company/35878914,教育,天使轮,100万人民币,北塔资本,500万人民币,教育,素质教育,教育直播
2020-2-10,满房学院,https://www.itjuzi.com/company/35869512,教育,天使轮,数百万人民币,同程众创启程金禾基金/同程资本,1500万人民币,教育,职业培训,
2020-2-10,佳诺教育,https://www.itjuzi.com/company/35155134,教育,Pre-A轮,未透露,青创投资（领投）,1亿人民币,教育,儿童早教,亲子教育
2020-2-6,VIPCODE编程,https://www.itjuzi.com/company/32125357,教育,战略投资,未透露,盛通股份,5亿人民币,教育,K12,早幼教
2020-2-6,Top Hat,https://www.itjuzi.com/company/10229,教育,D轮,5500万美元,Georgian Partners（领投）iNovia Capital（领投）Union Square VenturesLeaders FundEmergence CapitalBMO TechnologyInnovation Banking Group...,17.88亿人民币,教育,教育信息化,教育技术服务
2020-2-5,mockbank,https://www.itjuzi.com/company/33774906,教育,战略投资,6亿卢比,Embibe,3亿人民币,教育,职业培训,高等教育
2020-2-5,Embibe,https://www.itjuzi.com/company/10356,教育,战略投资,1265万美元,Reliance Industries Limited,4.11亿人民币,教育,教育综合服务,
2020-2-4,Embibe,https://www.itjuzi.com/company/10356,教育,A轮,1261万美元,Reliance Industries,4.1亿人民币,教育,教育综合服务,
2020-2-1,Doubtnut,https://www.itjuzi.com/company/32740312,教育,A轮,1500万美元,腾讯投资（领投）Sequoia Capital（红杉海外）JapanAETOmidyar Network IndiaAnkit Nagori...,4.88亿人民币,教育,语言学习,语言学习社区
2020-2-1,InterviewBit Academy,https://www.itjuzi.com/company/35108611,教育,A轮,2000万美元,Sequoia Capital（红杉海外）（领投）Tiger Global Management(老虎国外)（领投）Global Founders Capital,6.5亿人民币,教育,职业培训,
2020-1-22,燃天网校,https://www.itjuzi.com/company/35790060,教育,天使轮,600万人民币,紫光学大,3000万人民币,教育,K12,教育直播
2020-1-20,芝课,https://www.itjuzi.com/company/35784148,教育,Pre-A轮,未透露,源码资本（领投）险峰长青,1亿人民币,教育,K12,素质教育
2020-1-20,天坤教育,https://www.itjuzi.com/company/35783863,教育,A轮,数千万人民币,汝鑫资本,1.5亿人民币,教育,职业培训,就业指导
2020-1-19,ProEves,https://www.itjuzi.com/company/35778746,教育,种子轮,3600万卢比,1Crowd（领投）RateGain Apurva ChamariaLlyod MathiasSwati SalgaocarJapan Vyas...,1800万人民币,教育,儿童早教,早幼教
2020-1-19,幻码星球,https://www.itjuzi.com/company/35776618,教育,天使轮,未透露,浙大友创,500万人民币,教育,教育信息化,少儿编程
2020-1-18,ExtraaEdge,https://www.itjuzi.com/company/33737300,教育,Pre-A轮,70万美元,Indian Angel NetworkSprout Venture PartnersFirst ChequeUIncept...,2275万人民币,教育,其他教育,教育垂直媒体
2020-1-18,云学堂,https://www.itjuzi.com/company/2248,教育,D轮,1亿美元,大钲资本（领投）云锋基金SIG海纳亚洲指数资本（财务顾问）...,52亿人民币,企业服务,云服务,企业培训
2020-1-17,犀鸟教育,https://www.itjuzi.com/company/35769822,教育,Pre-A轮,1000万人民币,正保远程教育,5000万人民币,教育,教育信息化,考研
2020-1-17,Toddle,https://www.itjuzi.com/company/35769154,教育,种子轮,未透露,Better CapitalMatrix Partners India（领投）Rahul Jaimini,500万人民币,教育,教育信息化,
2020-1-16,嘎嘎播,https://www.itjuzi.com/company/35765885,教育,种子轮,100万美元,阿米巴资本,3250万人民币,教育,K12,
2020-1-16,Meazure Learning,https://www.itjuzi.com/company/35764372,教育,战略投资,3000万美元,Eastside Partners（领投）,9.75亿人民币,教育,教育信息化,
2020-1-15,为尚·沃特,https://www.itjuzi.com/company/35754502,教育,天使轮,数百万人民币,未名资本,1500万人民币,教育,素质教育,
2020-1-15,万学教育,https://www.itjuzi.com/company/1621,教育,D轮,1亿美元,安达富资本ADV Partners（领投）指数资本（财务顾问）,39亿人民币,教育,高等教育,考研
2020-1-14,Jolt.us,https://www.itjuzi.com/company/35750989,教育,A轮,1410万美元,Balderton Capital（领投）Octopus VenturesHillsven Capital,4.58亿人民币,教育,职业培训,大学教育
2020-1-13,太平松体育集团,https://www.itjuzi.com/company/35741870,教育,战略投资,800万美元,太平松资本,2.6亿人民币,教育,素质教育,体育培训
2020-1-10,Outlier.org,https://www.itjuzi.com/company/35722975,教育,A轮,1170万美元,Jackson Square VenturesTectonic CapitalHarrison MetalGSV Ventures（领投）...,3.8亿人民币,教育,教育信息化,大学教育
2020-1-10,Byju's,https://www.itjuzi.com/company/33435,教育,战略投资,2亿美元,Tiger Global Management(老虎国外),520亿人民币,教育,儿童早教,早幼教
2020-1-10,新工厂创客教育,https://www.itjuzi.com/company/32280236,教育,天使轮,数百万人民币,HAX胡剑锋,1500万人民币,教育,K12,众创空间
2020-1-9,叫叫阅读课,https://www.itjuzi.com/company/34374678,教育,A+轮,数千万人民币,创新工场,1亿人民币,教育,儿童早教,早幼教
2020-1-9,欢动未来,https://www.itjuzi.com/company/35713437,教育,天使轮,未透露,未透露,500万人民币,教育,儿童早教,家园互动
2020-1-9,Testbook,https://www.itjuzi.com/company/33719126,教育,B轮,830万美元,Iron Pillar（领投）AngelListBetter CapitalMatrix Partners IndiaVikas Choudhury...,2.7亿人民币,教育,教育信息化,
2020-1-9,埃尔曼教育,https://www.itjuzi.com/company/35707981,教育,天使轮,1000万人民币,天使投资人,5000万人民币,教育,素质教育,早幼教
2020-1-8,EzCode,https://www.itjuzi.com/company/35121654,教育,天使轮,数百万人民币,未透露,1500万人民币,教育,素质教育,少儿编程
2020-1-8,Tech Shiksha,https://www.itjuzi.com/company/35697196,教育,战略投资,1300万卢比,Mumbai Angels,650万人民币,教育,素质教育,STEAM
2020-1-6,UMU互动学习平台,https://www.itjuzi.com/company/33530271,教育,A轮,未透露,未透露,1亿人民币,教育,教育信息化,教育技术服务
2020-1-6,大米网校,https://www.itjuzi.com/company/35223858,教育,A轮,8000万美元,红杉资本中国（领投）腾讯投资（领投）黑马基金（领投）,26亿人民币,教育,语言学习,职场技能培训
2020-1-6,Clanbeat,https://www.itjuzi.com/company/35678435,教育,种子轮,120万美元,Taizo Son（领投）,3900万人民币,教育,教育信息化,职场技能培训
2019-12-30,昂立STEM,https://www.itjuzi.com/company/33170527,教育,B轮,数千万人民币,一村资本（领投）南风中国,1.5亿人民币,教育,教育综合服务,少儿编程
2019-12-30,集思学院,https://www.itjuzi.com/company/14988665,教育,B轮,数千万人民币,中南传媒泊富基金（领投）华兴资本（财务顾问）,1.5亿人民币,教育,教育综合服务,高等教育
2019-12-27,飞博教育,https://www.itjuzi.com/company/30931,教育,A+轮,数千万人民币,开物投资高思教育云谷基金,1.5亿人民币,教育,语言学习,早幼教
2019-12-26,Ruangguru,https://www.itjuzi.com/company/35629392,教育,C轮,1.5亿美元,General Atlantic（领投）GGV纪源资本（领投）,65亿人民币,教育,教育信息化,
2019-12-26,奇誉科技,https://www.itjuzi.com/company/35628431,教育,战略投资,未透露,洪泰智造工场,5亿人民币,教育,职业培训,智能制造
2019-12-26,觅机科技,https://www.itjuzi.com/company/35627159,教育,种子轮,未透露,未透露,500万人民币,教育,教育信息化,家庭教育
2019-12-25,蜻蜓写作,https://www.itjuzi.com/company/35618917,教育,种子轮,500万人民币,宁波晨帆风动投资公司,2500万人民币,教育,素质教育,
2019-12-24,Eduisfun,https://www.itjuzi.com/company/35616243,教育,天使轮,20亿卢比,Amitabh BachchanDeepak Parekh,10亿人民币,教育,教育信息化,
2019-12-23,好专业网,https://www.itjuzi.com/company/49027,教育,A+轮,未透露,国投创业（领投）顺为资本星河控股集团,1亿人民币,教育,高等教育,数据分析
2019-12-20,Possip,https://www.itjuzi.com/company/35591945,教育,种子轮,100万美元,Launch TN Impact Fund,3250万人民币,教育,教育信息化,学校/院校
2019-12-19,海伦新天,https://www.itjuzi.com/company/35589215,教育,战略投资,5864万人民币,海伦钢琴,1.5亿人民币,教育,素质教育,
2019-12-18,Springboard,https://www.itjuzi.com/company/32116287,教育,A+轮,1100万美元,Reach Capital（领投）Learn CapitalCostanoa VenturesIFC国际金融公司Pearson VenturesBlue Fog Capital...,3.58亿人民币,教育,职业培训,教
2019-12-16,永晟教育,https://www.itjuzi.com/company/35559448,教育,A轮,未透露,北塔资本,1亿人民币,教育,儿童早教,家庭教育
2019-12-14,伴鱼,https://www.itjuzi.com/company/20595472,教育,C轮,数千万美元,未透露,9.75亿人民币,教育,语言学习,数字化教辅教材
2019-12-13,Edcast,https://www.itjuzi.com/company/33790378,教育,D轮,3500万美元,Avathon Capital（领投）REV Venture PartnersState Street Global AdvisorsNational Grid Partners...,11.38亿人民币,教育,职业培训,企业培训
2019-12-12,学堂在线,https://www.itjuzi.com/company/11351,教育,B轮,1亿人民币,慕华投资(慕华教育)（领投）高榕资本红点创投中国基金,5亿人民币,教育,高等教育,MOOC
2019-12-12,CoachHub,https://www.itjuzi.com/company/35101869,教育,A+轮,400万美元,signals Venture Capital,1.3亿人民币,教育,职业培训,企业培训
2019-12-11,Smart Institute,https://www.itjuzi.com/company/35529835,教育,种子轮,150万美元,ah! Ventures,4875万人民币,教育,职业培训,科研学术
2019-12-11,贪心科技,https://www.itjuzi.com/company/32881323,教育,Pre-A轮,未透露,青松基金（领投）德迅投资华夏桃李资本华夏桃李资本（财务顾问）...,1亿人民币,教育,教育信息化,教育大数据
2019-12-11,当老师教育,https://www.itjuzi.com/company/35525540,教育,Pre-A轮,2000万人民币,58同城,1亿人民币,教育,职业培训,就业指导
2019-12-10,Unacademy,https://www.itjuzi.com/company/58289,教育,E轮,1亿美元,GIC新加坡政府投资公司GGV纪源资本General Atlantic泛大西洋投资,26亿人民币,教育,教育综合服务,知识分享
2019-12-10,Cuemath,https://www.itjuzi.com/company/35846,教育,C轮,3.9亿卢比,Sequoia Capital（红杉海外）Manta Ray VenturesCapital G,1.95亿人民币,教育,K12,家庭教育
2019-12-9,易教优培,https://www.itjuzi.com/company/34811624,教育,A轮,未透露,华盖资本远扬投资（北京）有限责任公司,1亿人民币,教育,职业培训,K12社区平台
2019-12-9,柏木体育,https://www.itjuzi.com/company/35510643,教育,天使轮,未透露,蓝象资本,500万人民币,教育,教育信息化,数字化教辅教材
2019-12-9,英语小神童,https://www.itjuzi.com/company/32640089,教育,A轮,数千万人民币,明裕创投,1.5亿人民币,教育,儿童早教,语言学习
2019-12-9,积木宝贝,https://www.itjuzi.com/company/69949,教育,B轮,1亿人民币,盈港资本,5亿人民币,教育,儿童早教,素质教育
2019-12-6,菁英魔法学院,https://www.itjuzi.com/company/35505346,教育,天使轮,数百万人民币,英诺天使基金,1500万人民币,教育,素质教育,数字化教辅教材
2019-12-5,Duolingo多邻国,https://www.itjuzi.com/company/11403,教育,F轮-上市前,3000万美元,CapitalG谷歌资本（领投）,9.75亿人民币,教育,语言学习,翻译平台
2019-12-3,微语言,https://www.itjuzi.com/company/33742649,教育,B轮,未透露,鼎晖投资（领投）新东方,1.5亿人民币,教育,语言学习,
2019-12-3,童豆小镇,https://www.itjuzi.com/company/53991,教育,Pre-A轮,1000万人民币,观通基金,5000万人民币,教育,儿童早教,家园互动
2019-12-3,恒大教育,https://www.itjuzi.com/company/35106811,教育,战略投资,7800万人民币,三盛教育,3.9亿人民币,教育,教育综合服务,早幼教
2019-12-1,西格码,https://www.itjuzi.com/company/35475537,教育,天使轮,未透露,桦汉科技,1000万人民币,教育,教育信息化,少儿编程
2019-11-30,ulesson,https://www.itjuzi.com/company/35474945,教育,种子轮,310万美元,TLcom Capital Partners,1.01亿人民币,教育,教育信息化,家庭教育
2019-11-29,天行达阵,https://www.itjuzi.com/company/24947704,教育,A+轮,1000万人民币,华和资本,5000万人民币,教育,职业培训,素质教育
2019-11-28,LingoAce,https://www.itjuzi.com/company/35470292,教育,Pre-A轮,300万美元,德迅投资,9750万人民币,教育,K12,教育技术服务
2019-11-28,爱上学习,https://www.itjuzi.com/company/76338,教育,战略投资,1000万人民币,德迅投资,5000万人民币,教育,职业培训,知识分享
2019-11-26,高思教育,https://www.itjuzi.com/company/26230,教育,D+轮,未透露,腾讯投资华兴资本（财务顾问）,52亿人民币,教育,K12,科研学术
2019-11-26,WeCode,https://www.itjuzi.com/company/32765504,教育,A轮,数百万美元,微光创投（领投）天图投资,9750万人民币,教育,K12,少儿编程
2019-11-25,星极学堂,https://www.itjuzi.com/company/34746443,教育,天使轮,未透露,新东方,500万人民币,教育,素质教育,家庭教育
2019-11-25,大拿科技,https://www.itjuzi.com/company/78627,教育,A+轮,未透露,腾讯投资西藏庆瑞工程技术服务有限公司,1亿人民币,教育,教育信息化,计算机视觉与图像
2019-11-25,波比英语,https://www.itjuzi.com/company/33139666,教育,A轮,2000万人民币,伯藜创投（领投）明势资本名川资本凌波资本（财务顾问）...,1亿人民币,教育,儿童早教,语言学习
2019-11-25,本牛科技牛听听,https://www.itjuzi.com/company/64232,教育,A+轮,数千万人民币,基石资本华夏桃李资本（财务顾问）,1亿人民币,教育,儿童早教,早幼教
2019-11-24,潭州教育,https://www.itjuzi.com/company/45320,教育,B轮,未透露,慕华投资(慕华教育)（领投）麓谷高新创投泊富文化泊富悦盈 ...,1.5亿人民币,教育,教育信息化,MOOC
2019-11-21,极课大数据,https://www.itjuzi.com/company/16228,教育,战略投资,未透露,字节跳动,5亿人民币,教育,K12,教育大数据
2019-11-21,Verto Education,https://www.itjuzi.com/company/35449563,教育,种子轮,630万美元,First Round CapitalBox Group10xImpactGSV Ventures...,2.05亿人民币,教育,出国留学,留学服务
2019-11-21,十牛校园,https://www.itjuzi.com/company/28033,教育,A+轮,未透露,联合企业集团,1亿人民币,教育,教育信息化,家园互动
2019-11-21,煮石科技,https://www.itjuzi.com/company/35446547,教育,Pre-A轮,数百万人民币,清源德丰(清源创投)知思齐行资本,1500万人民币,教育,儿童早教,早幼教
2019-11-21,麻雀语文,https://www.itjuzi.com/company/35704373,教育,Pre-A轮,数百万人民币,北塔资本,5000万人民币,教育,K12,
2019-11-20,新虹艺教育,https://www.itjuzi.com/company/79217,教育,A轮,1000万人民币,沃赋资本,1亿人民币,教育,素质教育,
2019-11-20,百特英语,https://www.itjuzi.com/company/33407260,教育,A轮,1000万人民币,拼图资本,5000万人民币,教育,儿童早教,语言学习
2019-11-20,蓝宙电子,https://www.itjuzi.com/company/32231177,教育,Pre-A轮,1亿人民币,东方瑞宸南京高淳区国资委科创基金,5亿人民币,教育,教辅设备,校园服务
2019-11-18,奇梦者,https://www.itjuzi.com/company/69299,教育,A+轮,未透露,华颖投资,1亿人民币,教育,素质教育,智能制造
2019-11-15,精准课堂,https://www.itjuzi.com/company/46059,教育,A+轮,未透露,阿特列斯资本北京新宜天合投资管理宁波梅山保税港区为嘉投资管理合伙企业（有限合伙）,1亿人民币,教育,教育信息化,教育SaaS
2019-11-15,CoachHub,https://www.itjuzi.com/company/35101869,教育,A轮,1000万欧元,SpeedInvestPartech VenturesHV Holtzbrinck VenturesRTP Global...,3.9亿人民币,教育,职业培训,企业培训
2019-11-14,学析网络,https://www.itjuzi.com/company/77045,教育,C轮,未透露,北京深海同创投资有限公司,2.5亿人民币,教育,教育信息化,数据分析
2019-11-14,Guild Education,https://www.itjuzi.com/company/44539,教育,D轮,1.57亿美元,General Catalyst Partners（领投）红点创投中国基金Felicis VenturesWorkday VenturesLead Edge CapitalIconiq CapitalEmerson CollectiveHarrison MetalBessemer VenturesSilicon Valley BankNext Play CapitalSalesforce Ventures...,51.02亿人民币,教育,教育综合服务,语言学习
2019-11-14,Lido learning,https://www.itjuzi.com/company/35416657,教育,A轮,300万美元,Vikrampati SinghaniaAnupam MittalRonnie ScrewvalaArihant PatniAnanth Narayanan...,9750万人民币,教育,教育信息化,家庭教育
2019-11-13,Matatalab,https://www.itjuzi.com/company/1258933,教育,A轮,3000万人民币,清控银杏创投（领投）金信资本,1.5亿人民币,教育,儿童早教,早幼教
2019-11-13,MarcoPolo Learning,https://www.itjuzi.com/company/60821,教育,A+轮,1500万美元,新东方（领投）BE Education GroupVarkeyVanbergen...,4.88亿人民币,教育,儿童早教,录播
2019-11-13,少年得到,https://www.itjuzi.com/company/33775887,教育,A+轮,1亿人民币,华创资本（领投）光大控股正心谷创新资本紫牛基金峰瑞资本光源资本光源资本（财务顾问）...,5亿人民币,教育,教育信息化,K12在线辅导
2019-11-13,优必杰,https://www.itjuzi.com/company/35382798,教育,B轮,亿元及以上人民币,启明创投（领投）源星资本北京亚昌富,5亿人民币,教育,素质教育,智能教育
2019-11-12,Lalilo,https://www.itjuzi.com/company/35412075,教育,Pre-A轮,550万美元,Partech PartnersEducapitalCitizen Capital,1.79亿人民币,教育,语言学习,
2019-11-12,海底小纵队学英语,https://www.itjuzi.com/company/34704050,教育,Pre-A轮,1000万人民币,罗辑思维,5000万人民币,教育,语言学习,低幼英语启蒙
2019-11-11,乐意音乐,https://www.itjuzi.com/company/28964947,教育,天使轮,400万人民币,同泰盛源,2000万人民币,教育,素质教育,K12应用工具
2019-11-8,Cultivate,https://www.itjuzi.com/company/35405461,教育,A轮,800万美元,Bloomberg BetaTrinity VenturesSilicon Valley Data CapitaSAP.iO...,2.6亿人民币,教育,职业培训,企业培训
2019-11-8,歌斐教育,https://www.itjuzi.com/company/34619068,教育,A轮,1亿人民币,同程旅游荣大资本新建元天翊资本...,10亿人民币,教育,教育综合服务,素质教育
2019-11-6,Gradeup,https://www.itjuzi.com/company/33719162,教育,A轮,700万美元,Times Internet,2.27亿人民币,教育,教育信息化,教育技术服务
2019-11-6,画啦啦,https://www.itjuzi.com/company/23545,教育,B+轮,未透露,经纬中国启明创投乐高创新投资基金（领投）光源资本（财务顾问）...,9.75亿人民币,教育,素质教育,家庭教育
2019-11-6,Adda247,https://www.itjuzi.com/company/35398667,教育,战略投资,7060万卢比,Info Edge,3530万人民币,教育,教育信息化,高等教育
2019-11-5,乐码王国,https://www.itjuzi.com/company/35018607,教育,天使轮,数百万人民币,浙江成功之道教育集团,1500万人民币,教育,素质教育,早幼教
2019-11-5,Kangarootime,https://www.itjuzi.com/company/35397445,教育,A轮,350万美元,Cultivation Capital（领投）Mucker CapitalTech Coast AngelsNew York State Venture FundSkyview Capital43 North...,1.14亿人民币,教育,教育信息化,母婴平台
2019-11-4,编程猫,https://www.itjuzi.com/company/20676,教育,C轮,4亿人民币,中俄投资基金（领投）高瓴资本赛富基金SAIF Partners清流资本猎豹移动...,32亿人民币,教育,素质教育,少儿编程
2019-11-4,Dr.S赛先生,https://www.itjuzi.com/company/32841662,教育,A轮,数千万人民币,北塔资本精中教育天地酬勤多鲸资本（财务顾问）...,1亿人民币,教育,教育综合服务,STEAM
2019-11-1,Snapask,https://www.itjuzi.com/company/13745,教育,战略投资,1000万美元,活水资本,3.25亿人民币,教育,K12,K12应用工具
2019-10-31,HnR新升力,https://www.itjuzi.com/company/32119870,教育,战略投资,未透露,字节跳动,5亿人民币,教育,儿童早教,自媒体
2019-10-31,铂略咨询,https://www.itjuzi.com/company/19080,教育,B轮,未透露,智联招聘华夏桃李资本（财务顾问）,1.5亿人民币,教育,职业培训,企业培训
2019-10-30,牛牛成长,https://www.itjuzi.com/company/32842641,教育,A轮,数千万人民币,联创永宣（领投）盈动资本,1.5亿人民币,教育,儿童早教,素质教育
2019-10-28,Robobloq魔块智能,https://www.itjuzi.com/company/32572510,教育,战略投资,1000万人民币,众合创投,5000万人民币,教育,教育信息化,智能制造
2019-10-28,Literati,https://www.itjuzi.com/company/35364986,教育,A轮,1200万美元,Shasta Ventures,3.9亿人民币,教育,教育信息化,
2019-10-25,书案少年,https://www.itjuzi.com/company/35350505,教育,种子轮,数百万人民币,灵琐资产,1000万人民币,教育,素质教育,少儿读物
2019-10-24,对啊网,https://www.itjuzi.com/company/8214,教育,战略投资,未透露,新浪微博基金（领投）,5亿人民币,教育,职业培训,录播
